Gene stable ID	Transcript length (including UTRs and CDS)
ENSMUSG00000055491	308
ENSMUSG00000055491	3729
ENSMUSG00000055491	305
ENSMUSG00000055491	689
ENSMUSG00000109717	1111
ENSMUSG00000031529	9163
ENSMUSG00000031529	688
ENSMUSG00000031529	3417
ENSMUSG00000031529	878
ENSMUSG00000031529	5265
ENSMUSG00000031529	295
ENSMUSG00000007617	625
ENSMUSG00000007617	2468
ENSMUSG00000007617	2580
ENSMUSG00000007617	5713
ENSMUSG00000007617	3052
ENSMUSG00000007617	779
ENSMUSG00000007617	815
ENSMUSG00000007617	2765
ENSMUSG00000007617	1533
ENSMUSG00000007617	772
ENSMUSG00000007617	813
ENSMUSG00000007617	4287
ENSMUSG00000106287	1403
ENSMUSG00000110343	1573
ENSMUSG00000092344	277
ENSMUSG00000031142	6058
ENSMUSG00000031142	3838
ENSMUSG00000031142	6079
ENSMUSG00000031142	2559
ENSMUSG00000031142	6028
ENSMUSG00000031142	6622
ENSMUSG00000031142	670
ENSMUSG00000031142	869
ENSMUSG00000031142	921
ENSMUSG00000031142	642
ENSMUSG00000031142	820
ENSMUSG00000109657	636
ENSMUSG00000092181	250
ENSMUSG00000105199	2864
ENSMUSG00000089767	560
ENSMUSG00000095633	358
ENSMUSG00000095633	292
ENSMUSG00000110372	1591
ENSMUSG00000102650	2218
ENSMUSG00000098006	1014
ENSMUSG00000104365	1926
ENSMUSG00000107716	1005
ENSMUSG00000104551	336
ENSMUSG00000038056	6443
ENSMUSG00000038056	6486
ENSMUSG00000038056	14967
ENSMUSG00000038056	612
ENSMUSG00000038056	857
ENSMUSG00000038056	5301
ENSMUSG00000038056	2646
ENSMUSG00000038056	4542
ENSMUSG00000081066	610
ENSMUSG00000099253	805
ENSMUSG00000026090	2538
ENSMUSG00000026090	4634
ENSMUSG00000026090	788
ENSMUSG00000097943	990
ENSMUSG00000100503	272
ENSMUSG00000082986	430
ENSMUSG00000105172	1412
ENSMUSG00000113796	1795
ENSMUSG00000072941	3738
ENSMUSG00000104730	234
ENSMUSG00000038489	1650
ENSMUSG00000029405	4182
ENSMUSG00000029405	3026
ENSMUSG00000029405	2716
ENSMUSG00000029405	1884
ENSMUSG00000029405	597
ENSMUSG00000029405	697
ENSMUSG00000029405	665
ENSMUSG00000029405	595
ENSMUSG00000029405	3572
ENSMUSG00000029405	4232
ENSMUSG00000107940	436
ENSMUSG00000054863	2649
ENSMUSG00000054863	2603
ENSMUSG00000028838	4126
ENSMUSG00000028838	667
ENSMUSG00000028838	396
ENSMUSG00000050015	2086
ENSMUSG00000050015	2022
ENSMUSG00000050015	939
ENSMUSG00000048766	1376
ENSMUSG00000048766	493
ENSMUSG00000048766	2149
ENSMUSG00000028963	538
ENSMUSG00000024608	683
ENSMUSG00000024608	662
ENSMUSG00000024608	602
ENSMUSG00000024608	449
ENSMUSG00000024608	444
ENSMUSG00000024608	667
ENSMUSG00000054999	2491
ENSMUSG00000021823	3934
ENSMUSG00000021823	5267
ENSMUSG00000021823	446
ENSMUSG00000072983	2206
ENSMUSG00000072983	1336
ENSMUSG00000078504	1432
ENSMUSG00000100188	631
ENSMUSG00000103257	748
ENSMUSG00000117148	9467
ENSMUSG00000117148	9510
ENSMUSG00000117148	9451
ENSMUSG00000117148	12010
ENSMUSG00000117148	921
ENSMUSG00000108187	2232
ENSMUSG00000104110	109
ENSMUSG00000051198	1185
ENSMUSG00000051198	318
ENSMUSG00000103727	336
ENSMUSG00000037910	593
ENSMUSG00000115495	817
ENSMUSG00000083998	594
ENSMUSG00000115534	509
ENSMUSG00000033904	5073
ENSMUSG00000033904	6948
ENSMUSG00000033904	2554
ENSMUSG00000033904	997
ENSMUSG00000033904	623
ENSMUSG00000033904	4716
ENSMUSG00000087395	872
ENSMUSG00000054611	8578
ENSMUSG00000054611	570
ENSMUSG00000054611	767
ENSMUSG00000054611	1076
ENSMUSG00000054611	438
ENSMUSG00000054611	2413
ENSMUSG00000054611	2125
ENSMUSG00000054611	738
ENSMUSG00000054611	2638
ENSMUSG00000054611	1128
ENSMUSG00000054611	3207
ENSMUSG00000054611	7242
ENSMUSG00000044542	1133
ENSMUSG00000044542	482
ENSMUSG00000044542	488
ENSMUSG00000108711	138
ENSMUSG00000105059	1372
ENSMUSG00000072591	287
ENSMUSG00000072591	2429
ENSMUSG00000072591	348
ENSMUSG00000072591	2087
ENSMUSG00000072591	370
ENSMUSG00000072591	2403
ENSMUSG00000066543	555
ENSMUSG00000020773	1503
ENSMUSG00000020773	2192
ENSMUSG00000020773	2204
ENSMUSG00000020773	585
ENSMUSG00000020773	692
ENSMUSG00000020773	782
ENSMUSG00000020773	519
ENSMUSG00000106311	408
ENSMUSG00000098016	975
ENSMUSG00000073102	2471
ENSMUSG00000073102	232
ENSMUSG00000073102	554
ENSMUSG00000073102	382
ENSMUSG00000049708	1125
ENSMUSG00000049708	1076
ENSMUSG00000032182	1894
ENSMUSG00000032182	2174
ENSMUSG00000032182	2014
ENSMUSG00000032182	1883
ENSMUSG00000115707	1740
ENSMUSG00000083542	1001
ENSMUSG00000031666	4925
ENSMUSG00000031666	932
ENSMUSG00000031666	1725
ENSMUSG00000031666	4504
ENSMUSG00000031666	4792
ENSMUSG00000031666	863
ENSMUSG00000031666	545
ENSMUSG00000031666	821
ENSMUSG00000031666	745
ENSMUSG00000031666	547
ENSMUSG00000092488	1070
ENSMUSG00000049538	4981
ENSMUSG00000049538	5106
ENSMUSG00000049538	3378
ENSMUSG00000049538	1960
ENSMUSG00000021824	6732
ENSMUSG00000021824	1770
ENSMUSG00000021824	764
ENSMUSG00000021824	737
ENSMUSG00000021824	693
ENSMUSG00000021824	562
ENSMUSG00000021824	579
ENSMUSG00000021824	673
ENSMUSG00000092500	665
ENSMUSG00000075327	3086
ENSMUSG00000075327	3226
ENSMUSG00000075327	6794
ENSMUSG00000079262	2815
ENSMUSG00000079262	1184
ENSMUSG00000079262	458
ENSMUSG00000079262	564
ENSMUSG00000106380	1676
ENSMUSG00000045790	2470
ENSMUSG00000045790	3295
ENSMUSG00000045790	1269
ENSMUSG00000116061	359
ENSMUSG00000116061	757
ENSMUSG00000001281	455
ENSMUSG00000001281	2683
ENSMUSG00000001281	449
ENSMUSG00000001281	358
ENSMUSG00000001281	406
ENSMUSG00000038425	2736
ENSMUSG00000038425	2778
ENSMUSG00000038425	2662
ENSMUSG00000038425	3504
ENSMUSG00000038425	2591
ENSMUSG00000085459	333
ENSMUSG00000061390	379
ENSMUSG00000086233	714
ENSMUSG00000086233	353
ENSMUSG00000026048	1779
ENSMUSG00000026048	3907
ENSMUSG00000026048	4239
ENSMUSG00000026048	532
ENSMUSG00000026048	494
ENSMUSG00000026048	1060
ENSMUSG00000026048	956
ENSMUSG00000098056	988
ENSMUSG00000001036	4287
ENSMUSG00000001036	4458
ENSMUSG00000001036	4243
ENSMUSG00000001036	4207
ENSMUSG00000001036	821
ENSMUSG00000001036	445
ENSMUSG00000001036	726
ENSMUSG00000001036	606
ENSMUSG00000001036	490
ENSMUSG00000001036	332
ENSMUSG00000001036	440
ENSMUSG00000001036	4452
ENSMUSG00000001036	4317
ENSMUSG00000071068	984
ENSMUSG00000071068	2094
ENSMUSG00000071068	770
ENSMUSG00000071068	3983
ENSMUSG00000099020	432
ENSMUSG00000041216	1327
ENSMUSG00000041216	3713
ENSMUSG00000041216	3604
ENSMUSG00000041216	1025
ENSMUSG00000041216	328
ENSMUSG00000041216	3526
ENSMUSG00000041216	663
ENSMUSG00000041216	492
ENSMUSG00000109794	569
ENSMUSG00000101834	351
ENSMUSG00000110322	1884
ENSMUSG00000110322	1782
ENSMUSG00000020456	4127
ENSMUSG00000020456	4075
ENSMUSG00000020456	4114
ENSMUSG00000020456	4106
ENSMUSG00000020456	702
ENSMUSG00000020456	621
ENSMUSG00000020456	779
ENSMUSG00000110736	662
ENSMUSG00000071078	1078
ENSMUSG00000071078	1161
ENSMUSG00000071078	1507
ENSMUSG00000041566	3700
ENSMUSG00000102181	688
ENSMUSG00000098412	616
ENSMUSG00000100319	877
ENSMUSG00000099190	510
ENSMUSG00000102263	344
ENSMUSG00000102689	3521
ENSMUSG00000092470	3811
ENSMUSG00000097776	1952
ENSMUSG00000097776	654
ENSMUSG00000104186	1065
ENSMUSG00000103027	355
ENSMUSG00000098340	367
ENSMUSG00000062157	4182
ENSMUSG00000102679	2794
ENSMUSG00000095123	4838
ENSMUSG00000036120	3282
ENSMUSG00000036120	3609
ENSMUSG00000036120	1121
ENSMUSG00000036120	528
ENSMUSG00000048429	3170
ENSMUSG00000033423	1719
ENSMUSG00000033423	830
ENSMUSG00000033423	1336
ENSMUSG00000033423	596
ENSMUSG00000033423	245
ENSMUSG00000033423	1013
ENSMUSG00000017499	4614
ENSMUSG00000017499	4802
ENSMUSG00000017499	2559
ENSMUSG00000017499	694
ENSMUSG00000030769	1648
ENSMUSG00000030769	459
ENSMUSG00000030769	2396
ENSMUSG00000030769	440
ENSMUSG00000030769	704
ENSMUSG00000030769	215
ENSMUSG00000030769	242
ENSMUSG00000030769	2022
ENSMUSG00000087456	700
ENSMUSG00000087456	257
ENSMUSG00000032185	3220
ENSMUSG00000032185	3152
ENSMUSG00000032185	3585
ENSMUSG00000032185	3320
ENSMUSG00000032185	3336
ENSMUSG00000032185	604
ENSMUSG00000032185	557
ENSMUSG00000032185	485
ENSMUSG00000032185	665
ENSMUSG00000032185	598
ENSMUSG00000084182	1055
ENSMUSG00000042626	3250
ENSMUSG00000042626	679
ENSMUSG00000042626	497
ENSMUSG00000042626	906
ENSMUSG00000042626	3079
ENSMUSG00000042626	2775
ENSMUSG00000042626	2617
ENSMUSG00000042626	951
ENSMUSG00000042626	748
ENSMUSG00000042626	3154
ENSMUSG00000037287	4849
ENSMUSG00000037287	5000
ENSMUSG00000037287	3893
ENSMUSG00000037287	2327
ENSMUSG00000037287	1534
ENSMUSG00000037287	1535
ENSMUSG00000037287	326
ENSMUSG00000037287	3149
ENSMUSG00000075229	1073
ENSMUSG00000075229	391
ENSMUSG00000075229	506
ENSMUSG00000075229	392
ENSMUSG00000075229	740
ENSMUSG00000075229	364
ENSMUSG00000075229	395
ENSMUSG00000030225	317
ENSMUSG00000030225	2834
ENSMUSG00000030225	688
ENSMUSG00000030225	1729
ENSMUSG00000030225	1446
ENSMUSG00000030225	679
ENSMUSG00000030225	554
ENSMUSG00000030225	298
ENSMUSG00000030225	579
ENSMUSG00000030225	377
ENSMUSG00000030225	769
ENSMUSG00000030225	227
ENSMUSG00000030225	362
ENSMUSG00000030225	2524
ENSMUSG00000030225	334
ENSMUSG00000024151	3283
ENSMUSG00000024151	1752
ENSMUSG00000024151	2502
ENSMUSG00000024151	630
ENSMUSG00000024151	409
ENSMUSG00000024151	510
ENSMUSG00000082332	1344
ENSMUSG00000054517	4040
ENSMUSG00000054517	3048
ENSMUSG00000054517	3132
ENSMUSG00000024454	3585
ENSMUSG00000024454	1811
ENSMUSG00000024454	2004
ENSMUSG00000024454	1368
ENSMUSG00000102887	2794
ENSMUSG00000102887	2720
ENSMUSG00000032262	3001
ENSMUSG00000032262	782
ENSMUSG00000074434	400
ENSMUSG00000087564	685
ENSMUSG00000037847	357
ENSMUSG00000037847	1341
ENSMUSG00000037847	915
ENSMUSG00000037847	1706
ENSMUSG00000037847	1357
ENSMUSG00000112955	2644
ENSMUSG00000039063	1851
ENSMUSG00000039063	769
ENSMUSG00000039063	818
ENSMUSG00000113065	4024
ENSMUSG00000113794	1087
ENSMUSG00000084012	512
ENSMUSG00000035835	3063
ENSMUSG00000035835	2521
ENSMUSG00000035835	2843
ENSMUSG00000035835	2766
ENSMUSG00000035835	761
ENSMUSG00000035835	783
ENSMUSG00000035835	932
ENSMUSG00000035835	829
ENSMUSG00000035835	602
ENSMUSG00000035835	333
ENSMUSG00000028207	410
ENSMUSG00000028207	6694
ENSMUSG00000028207	6646
ENSMUSG00000028207	6453
ENSMUSG00000028207	2496
ENSMUSG00000028207	2652
ENSMUSG00000028207	2685
ENSMUSG00000028207	2514
ENSMUSG00000028207	2884
ENSMUSG00000028207	2836
ENSMUSG00000028207	557
ENSMUSG00000028207	615
ENSMUSG00000028207	742
ENSMUSG00000028207	1762
ENSMUSG00000028207	1174
ENSMUSG00000028207	2576
ENSMUSG00000028207	1007
ENSMUSG00000028207	457
ENSMUSG00000028207	3187
ENSMUSG00000028207	506
ENSMUSG00000113771	1529
ENSMUSG00000101920	1495
ENSMUSG00000101920	615
ENSMUSG00000101920	431
ENSMUSG00000000303	4430
ENSMUSG00000000303	789
ENSMUSG00000000303	3203
ENSMUSG00000079436	1270
ENSMUSG00000079436	261
ENSMUSG00000087485	1171
ENSMUSG00000099430	2167
ENSMUSG00000097202	234
ENSMUSG00000038421	1679
ENSMUSG00000038421	1116
ENSMUSG00000038421	1371
ENSMUSG00000038421	663
ENSMUSG00000038421	509
ENSMUSG00000038421	460
ENSMUSG00000087125	2500
ENSMUSG00000105003	2742
ENSMUSG00000026304	1831
ENSMUSG00000026304	1557
ENSMUSG00000026304	628
ENSMUSG00000026304	611
ENSMUSG00000026304	960
ENSMUSG00000058755	2272
ENSMUSG00000058755	773
ENSMUSG00000106246	1179
ENSMUSG00000075383	3426
ENSMUSG00000075383	2856
ENSMUSG00000075383	933
ENSMUSG00000097931	710
ENSMUSG00000083678	731
ENSMUSG00000028580	5389
ENSMUSG00000028580	1273
ENSMUSG00000028580	693
ENSMUSG00000028580	4017
ENSMUSG00000028580	3991
ENSMUSG00000028580	5058
ENSMUSG00000028580	4614
ENSMUSG00000106916	1395
ENSMUSG00000037157	2569
ENSMUSG00000105065	2119
ENSMUSG00000072919	1626
ENSMUSG00000072919	656
ENSMUSG00000072919	1101
ENSMUSG00000072822	1897
ENSMUSG00000100099	696
ENSMUSG00000038406	4209
ENSMUSG00000038406	4293
ENSMUSG00000038406	1409
ENSMUSG00000038406	625
ENSMUSG00000038406	661
ENSMUSG00000038406	231
ENSMUSG00000006998	2961
ENSMUSG00000006998	441
ENSMUSG00000006998	3001
ENSMUSG00000006998	747
ENSMUSG00000006998	600
ENSMUSG00000006998	601
ENSMUSG00000006998	433
ENSMUSG00000006998	659
ENSMUSG00000006998	939
ENSMUSG00000029885	1860
ENSMUSG00000082743	478
ENSMUSG00000110361	1261
ENSMUSG00000035285	541
ENSMUSG00000035285	1612
ENSMUSG00000035285	572
ENSMUSG00000035285	1415
ENSMUSG00000035285	476
ENSMUSG00000059690	525
ENSMUSG00000110130	1387
ENSMUSG00000116350	301
ENSMUSG00000097106	388
ENSMUSG00000100511	1133
ENSMUSG00000027881	3050
ENSMUSG00000027881	3026
ENSMUSG00000027881	2508
ENSMUSG00000027881	977
ENSMUSG00000027881	556
ENSMUSG00000027881	531
ENSMUSG00000027881	2108
ENSMUSG00000027881	3814
ENSMUSG00000031667	1687
ENSMUSG00000031667	2200
ENSMUSG00000031667	2153
ENSMUSG00000031667	2079
ENSMUSG00000031667	1171
ENSMUSG00000031667	738
ENSMUSG00000031667	811
ENSMUSG00000031667	409
ENSMUSG00000031667	474
ENSMUSG00000031667	391
ENSMUSG00000031667	3533
ENSMUSG00000031667	139
ENSMUSG00000031667	450
ENSMUSG00000069008	1252
ENSMUSG00000053146	3337
ENSMUSG00000053146	948
ENSMUSG00000108302	526
ENSMUSG00000066026	2337
ENSMUSG00000066026	1226
ENSMUSG00000066026	1780
ENSMUSG00000066026	686
ENSMUSG00000066026	796
ENSMUSG00000066026	758
ENSMUSG00000066026	1349
ENSMUSG00000034362	2783
ENSMUSG00000034362	422
ENSMUSG00000037139	5575
ENSMUSG00000037139	2551
ENSMUSG00000037139	817
ENSMUSG00000060679	1418
ENSMUSG00000060679	2088
ENSMUSG00000060679	1867
ENSMUSG00000060679	2421
ENSMUSG00000060679	1142
ENSMUSG00000060679	1009
ENSMUSG00000060679	687
ENSMUSG00000100666	1642
ENSMUSG00000038496	2974
ENSMUSG00000038496	1892
ENSMUSG00000038496	1550
ENSMUSG00000075269	988
ENSMUSG00000075269	912
ENSMUSG00000075269	764
ENSMUSG00000104586	2985
ENSMUSG00000104586	1665
ENSMUSG00000060956	180
ENSMUSG00000076555	373
ENSMUSG00000059657	419
ENSMUSG00000091955	485
ENSMUSG00000075382	4173
ENSMUSG00000075382	1615
ENSMUSG00000075382	936
ENSMUSG00000023873	1769
ENSMUSG00000023873	1830
ENSMUSG00000023873	1853
ENSMUSG00000023873	1770
ENSMUSG00000023873	1591
ENSMUSG00000101641	881
ENSMUSG00000104084	1343
ENSMUSG00000100466	283
ENSMUSG00000097190	517
ENSMUSG00000001123	1520
ENSMUSG00000001123	1074
ENSMUSG00000001123	742
ENSMUSG00000001123	1586
ENSMUSG00000104309	1414
ENSMUSG00000078653	804
ENSMUSG00000078653	2335
ENSMUSG00000078653	2120
ENSMUSG00000089838	336
ENSMUSG00000104437	561
ENSMUSG00000032171	3843
ENSMUSG00000100432	630
ENSMUSG00000020732	2577
ENSMUSG00000020732	2608
ENSMUSG00000020732	2210
ENSMUSG00000020732	712
ENSMUSG00000035764	4179
ENSMUSG00000102731	316
ENSMUSG00000082437	533
ENSMUSG00000025371	1557
ENSMUSG00000025371	543
ENSMUSG00000025371	408
ENSMUSG00000025371	652
ENSMUSG00000025371	934
ENSMUSG00000025371	356
ENSMUSG00000091881	372
ENSMUSG00000112546	1607
ENSMUSG00000103249	241
ENSMUSG00000085413	427
ENSMUSG00000072821	578
ENSMUSG00000072821	1542
ENSMUSG00000072821	1443
ENSMUSG00000104134	535
ENSMUSG00000030031	472
ENSMUSG00000030031	4869
ENSMUSG00000030031	4518
ENSMUSG00000030031	385
ENSMUSG00000028057	1204
ENSMUSG00000028057	460
ENSMUSG00000028057	628
ENSMUSG00000028057	2573
ENSMUSG00000028057	2677
ENSMUSG00000028057	993
ENSMUSG00000028057	820
ENSMUSG00000028057	494
ENSMUSG00000095569	1077
ENSMUSG00000076461	417
ENSMUSG00000081591	496
ENSMUSG00000112890	199
ENSMUSG00000063689	444
ENSMUSG00000114809	908
ENSMUSG00000055088	9539
ENSMUSG00000055088	8237
ENSMUSG00000055088	1084
ENSMUSG00000017188	886
ENSMUSG00000017188	291
ENSMUSG00000100689	1077
ENSMUSG00000086556	388
ENSMUSG00000096259	2383
ENSMUSG00000036622	3105
ENSMUSG00000036622	3956
ENSMUSG00000036622	3882
ENSMUSG00000036622	4266
ENSMUSG00000036622	2469
ENSMUSG00000036622	807
ENSMUSG00000036622	927
ENSMUSG00000036622	366
ENSMUSG00000036622	877
ENSMUSG00000040734	340
ENSMUSG00000040734	720
ENSMUSG00000040734	841
ENSMUSG00000040734	3130
ENSMUSG00000040734	386
ENSMUSG00000082960	615
ENSMUSG00000062732	1345
ENSMUSG00000062732	751
ENSMUSG00000015943	995
ENSMUSG00000015943	692
ENSMUSG00000015943	729
ENSMUSG00000006498	3110
ENSMUSG00000006498	950
ENSMUSG00000006498	3169
ENSMUSG00000006498	2369
ENSMUSG00000006498	657
ENSMUSG00000006498	1765
ENSMUSG00000006498	389
ENSMUSG00000006498	369
ENSMUSG00000006498	385
ENSMUSG00000006498	2598
ENSMUSG00000006498	375
ENSMUSG00000006498	319
ENSMUSG00000006498	744
ENSMUSG00000006498	848
ENSMUSG00000006498	693
ENSMUSG00000006498	2108
ENSMUSG00000090715	2677
ENSMUSG00000090715	948
ENSMUSG00000036136	3088
ENSMUSG00000035086	4365
ENSMUSG00000035086	3476
ENSMUSG00000035086	2662
ENSMUSG00000035086	2123
ENSMUSG00000035086	1493
ENSMUSG00000035086	1599
ENSMUSG00000035086	1002
ENSMUSG00000035086	239
ENSMUSG00000035086	375
ENSMUSG00000035086	786
ENSMUSG00000035086	899
ENSMUSG00000035086	487
ENSMUSG00000035086	684
ENSMUSG00000035086	725
ENSMUSG00000035086	329
ENSMUSG00000035086	463
ENSMUSG00000035086	506
ENSMUSG00000108936	782
ENSMUSG00000031767	3543
ENSMUSG00000031767	935
ENSMUSG00000031767	2795
ENSMUSG00000031767	966
ENSMUSG00000031767	707
ENSMUSG00000100950	1077
ENSMUSG00000043740	3996
ENSMUSG00000043740	994
ENSMUSG00000043740	1543
ENSMUSG00000097054	499
ENSMUSG00000038507	3231
ENSMUSG00000038507	1009
ENSMUSG00000103657	3961
ENSMUSG00000096442	1035
ENSMUSG00000100190	957
ENSMUSG00000111164	135
ENSMUSG00000080779	412
ENSMUSG00000086225	992
ENSMUSG00000027931	4066
ENSMUSG00000027931	790
ENSMUSG00000027931	643
ENSMUSG00000027931	767
ENSMUSG00000027931	949
ENSMUSG00000043300	2028
ENSMUSG00000063975	2365
ENSMUSG00000063975	2586
ENSMUSG00000063975	2572
ENSMUSG00000063975	2471
ENSMUSG00000063975	639
ENSMUSG00000100186	1035
ENSMUSG00000051936	979
ENSMUSG00000116331	2780
ENSMUSG00000103624	3025
ENSMUSG00000030048	856
ENSMUSG00000115880	392
ENSMUSG00000115880	625
ENSMUSG00000104272	1057
ENSMUSG00000112876	773
ENSMUSG00000112876	707
ENSMUSG00000108117	372
ENSMUSG00000105195	605
ENSMUSG00000070464	282
ENSMUSG00000053641	8645
ENSMUSG00000053641	643
ENSMUSG00000053641	2204
ENSMUSG00000053641	2491
ENSMUSG00000053641	1928
ENSMUSG00000053641	5418
ENSMUSG00000053641	942
ENSMUSG00000053641	2792
ENSMUSG00000053641	426
ENSMUSG00000099385	478
ENSMUSG00000102342	397
ENSMUSG00000055865	4316
ENSMUSG00000055865	355
ENSMUSG00000102683	387
ENSMUSG00000100004	1035
ENSMUSG00000068969	506
ENSMUSG00000035847	4972
ENSMUSG00000035847	708
ENSMUSG00000081683	3250
ENSMUSG00000109182	706
ENSMUSG00000051124	1384
ENSMUSG00000051124	663
ENSMUSG00000004814	1295
ENSMUSG00000004814	561
ENSMUSG00000113267	1015
ENSMUSG00000103911	145
ENSMUSG00000103568	421
ENSMUSG00000074291	930
ENSMUSG00000054117	1368
ENSMUSG00000002228	1721
ENSMUSG00000002228	410
ENSMUSG00000037627	4006
ENSMUSG00000037627	748
ENSMUSG00000037627	786
ENSMUSG00000037627	1745
ENSMUSG00000046886	1930
ENSMUSG00000046886	584
ENSMUSG00000046886	2113
ENSMUSG00000039473	6356
ENSMUSG00000039473	6455
ENSMUSG00000039473	5589
ENSMUSG00000039473	855
ENSMUSG00000039473	693
ENSMUSG00000039473	2758
ENSMUSG00000039473	812
ENSMUSG00000008193	2788
ENSMUSG00000008193	802
ENSMUSG00000008193	853
ENSMUSG00000111251	683
ENSMUSG00000111108	757
ENSMUSG00000100495	615
ENSMUSG00000094560	1848
ENSMUSG00000111971	2071
ENSMUSG00000111971	3343
ENSMUSG00000100413	696
ENSMUSG00000028414	6080
ENSMUSG00000028414	3326
ENSMUSG00000028414	3123
ENSMUSG00000028414	6241
ENSMUSG00000028414	3370
ENSMUSG00000057863	383
ENSMUSG00000079177	3004
ENSMUSG00000079177	2284
ENSMUSG00000079177	861
ENSMUSG00000079177	1108
ENSMUSG00000039183	1445
ENSMUSG00000039183	1168
ENSMUSG00000039183	1393
ENSMUSG00000039183	1434
ENSMUSG00000039183	1471
ENSMUSG00000039183	1221
ENSMUSG00000039183	1440
ENSMUSG00000039183	1427
ENSMUSG00000039183	1502
ENSMUSG00000039183	1224
ENSMUSG00000039183	1191
ENSMUSG00000039183	1423
ENSMUSG00000039183	899
ENSMUSG00000039183	950
ENSMUSG00000039183	649
ENSMUSG00000032118	927
ENSMUSG00000032118	1794
ENSMUSG00000032118	419
ENSMUSG00000032118	303
ENSMUSG00000032118	748
ENSMUSG00000032118	755
ENSMUSG00000032118	224
ENSMUSG00000032118	755
ENSMUSG00000032118	1519
ENSMUSG00000032118	1285
ENSMUSG00000047798	615
ENSMUSG00000047798	608
ENSMUSG00000047798	569
ENSMUSG00000047798	1885
ENSMUSG00000047798	3929
ENSMUSG00000047798	1864
ENSMUSG00000047798	1762
ENSMUSG00000041681	839
ENSMUSG00000041681	294
ENSMUSG00000032412	1994
ENSMUSG00000032412	541
ENSMUSG00000032412	278
ENSMUSG00000092510	604
ENSMUSG00000031026	9250
ENSMUSG00000031026	4417
ENSMUSG00000031026	4354
ENSMUSG00000031026	726
ENSMUSG00000106457	4020
ENSMUSG00000089999	439
ENSMUSG00000022568	3071
ENSMUSG00000022568	5599
ENSMUSG00000022568	5440
ENSMUSG00000022568	5545
ENSMUSG00000022568	439
ENSMUSG00000022568	819
ENSMUSG00000022568	835
ENSMUSG00000022568	876
ENSMUSG00000022568	586
ENSMUSG00000022568	454
ENSMUSG00000022568	423
ENSMUSG00000022568	353
ENSMUSG00000109564	7700
ENSMUSG00000109564	25437
ENSMUSG00000109564	1099
ENSMUSG00000109564	1035
ENSMUSG00000009640	1771
ENSMUSG00000009640	1566
ENSMUSG00000009640	1862
ENSMUSG00000009640	604
ENSMUSG00000009640	443
ENSMUSG00000009640	454
ENSMUSG00000109678	361
ENSMUSG00000079597	1859
ENSMUSG00000079597	414
ENSMUSG00000030880	2545
ENSMUSG00000030880	3001
ENSMUSG00000030880	4194
ENSMUSG00000030880	936
ENSMUSG00000084217	670
ENSMUSG00000087411	663
ENSMUSG00000025701	2821
ENSMUSG00000025701	3576
ENSMUSG00000025701	956
ENSMUSG00000025701	1787
ENSMUSG00000025701	1854
ENSMUSG00000025701	1929
ENSMUSG00000025701	546
ENSMUSG00000025701	659
ENSMUSG00000000706	3423
ENSMUSG00000000706	1077
ENSMUSG00000000706	647
ENSMUSG00000110314	650
ENSMUSG00000099054	1151
ENSMUSG00000109773	356
ENSMUSG00000115784	2210
ENSMUSG00000109607	552
ENSMUSG00000036093	5239
ENSMUSG00000036093	452
ENSMUSG00000092230	929
ENSMUSG00000115351	365
ENSMUSG00000101965	659
ENSMUSG00000082678	1349
ENSMUSG00000106176	372
ENSMUSG00000085878	318
ENSMUSG00000105154	417
ENSMUSG00000104330	922
ENSMUSG00000083011	1212
ENSMUSG00000104423	1093
ENSMUSG00000080317	2373
ENSMUSG00000101315	992
ENSMUSG00000087194	3824
ENSMUSG00000087194	3723
ENSMUSG00000094602	2749
ENSMUSG00000094602	2322
ENSMUSG00000094602	2326
ENSMUSG00000094602	2745
ENSMUSG00000094602	915
ENSMUSG00000099691	372
ENSMUSG00000092540	329
ENSMUSG00000020640	851
ENSMUSG00000020640	3968
ENSMUSG00000020640	6080
ENSMUSG00000020640	2640
ENSMUSG00000020640	319
ENSMUSG00000020640	4977
ENSMUSG00000020640	5804
ENSMUSG00000020640	5431
ENSMUSG00000020640	1272
ENSMUSG00000020640	832
ENSMUSG00000020640	751
ENSMUSG00000020640	616
ENSMUSG00000020640	1606
ENSMUSG00000020640	942
ENSMUSG00000020640	5987
ENSMUSG00000011349	1619
ENSMUSG00000116872	3038
ENSMUSG00000116872	2594
ENSMUSG00000020401	2185
ENSMUSG00000020401	429
ENSMUSG00000034187	3766
ENSMUSG00000034187	612
ENSMUSG00000034187	688
ENSMUSG00000034187	659
ENSMUSG00000034187	671
ENSMUSG00000034187	3212
ENSMUSG00000034187	1853
ENSMUSG00000034187	823
ENSMUSG00000034187	806
ENSMUSG00000034187	278
ENSMUSG00000078915	630
ENSMUSG00000029563	2877
ENSMUSG00000029563	2849
ENSMUSG00000029563	647
ENSMUSG00000029563	1770
ENSMUSG00000029563	349
ENSMUSG00000029563	2692
ENSMUSG00000029563	352
ENSMUSG00000029563	2544
ENSMUSG00000029563	2687
ENSMUSG00000029563	5647
ENSMUSG00000029563	778
ENSMUSG00000029563	2103
